other_species_id,other_species_group,other_species_code,other_species_name,other_species_sensitive,other_species_np,other_species_size_min,other_species_size_max,other_species_unit,other_species_category,other_species_motivation,site_code,year,id_reporte,other_species_type,other_species_id_type,other_species_id_unit
20312,I,,"Virgularia mirabilis (Müller, 1776)",,,,,,P,D,ES90ATL01,2023,135,np,203,
20314,I,,"Madracis asperula Milne Edwards & Haime, 1849",,,,,,P,D,ES7020123,2023,135,np,203,
20315,I,,"Madracis pharensis (Heller, 1868)",,,,,,P,"C,D",ESZZ15002,2023,135,np,203,
20316,I,,"Anomocora fecunda (Pourtalès, 1871)",,,,,,C,C,ESZZ16003,2023,135,np,203,
20319,I,,"Aulocyathus atlanticus Zibrowius, 1980",,,,,,P,D,ESZZ12001,2023,135,np,203,
20320,I,,"Caryophyllia abyssorum Duncan, 1873",,,,,,P,D,ESZZ12001,2023,135,np,203,
20323,I,,"Caryophyllia calveri Duncan, 1873",,,,,,P,C,ESZZ16003,2023,135,np,203,
20324,I,,"Caryophyllia cyathus (Ellis & Solander, 1786)",,,,,,C,C,ESZZ16003,2023,135,np,203,
20325,I,,"Caryophyllia inornata (Duncan, 1878)",,,,,,C,D,ES6310002,2023,135,np,203,
20327,I,,"Caryophyllia seguenzae Duncan, 1873",,,,,,P,D,ESZZ12001,2023,135,np,203,
20328,I,,"Caryophyllia smithii Stokes & Broderip, 1828",,,,,,C,C,ESZZ16003,2023,135,np,203,
20333,I,,"Hoplangia durotrix Gosse, 1860",,,,,,P,D,ESZZ16001,2023,135,np,203,
20336,I,,"Phyllangia mouchezii (Lacaze-Duthiers, 1897)",,,1.0,,grids1x1,P,D,ES6170030,2023,135,np,203,22.0
20337,I,,"Polycyathus muellerae (Abel, 1959)",,,,,,P,D,ESZZ16001,2023,135,np,203,
20338,I,,"Pourtalosmilia anthophyllites (Ellis & Solander, 1786)",,,1.0,,grids1x1,P,D,ES6140014,2023,135,np,203,22.0
20340,I,,"Solenosmilia variabilis Duncan, 1873",,,,,,P,"C,D",ESZZ12003,2023,135,np,203,
20346,I,,"Vaughanella concinna Gravier, 1915",,,,,,P,D,ESZZ12003,2023,135,np,203,
20347,I,,"Deltocyathus eccentricus Cairns, 1979",,,,,,P,B,ESZZ12003,2023,135,np,203,
20349,I,,"Deltocyathus moseleyi Cairns, 1979",,,,,,P,D,ESZZ12003,2023,135,np,203,
20350,I,,"Astroides calycularis (Pallas, 1766)",,,2.0,,grids1x1,C,"A,C",ES6110015,2023,135,np,203,22.0
20352,I,,"Balanophyllia europaea (Risso, 1826)",,,,,,C,B,ES6310002,2023,135,np,203,
20356,I,,"Dendrophyllia cornigera (Lamarck, 1816)",,,1.0,,grids1x1,P,D,ES0000337,2023,135,np,203,22.0
20357,I,,"Dendrophyllia laboreli Zibrowius & Brito, 1984",,,1.0,,grids1x1,P,D,ES0000337,2023,135,np,203,22.0
20358,I,,"Dendrophyllia ramea (Linnaeus, 1758)",,,1.0,,grids1x1,P,D,ES0000046,2023,135,np,203,22.0
20360,I,,"Eguchipsammia gaditana (Duncan, 1873)",,,,,,P,B,ESZZ12003,2023,135,np,203,
20361,I,,"Enallopsammia rostrata (Pourtalès, 1878)",,,,,,P,D,ESZZ12001,2023,135,np,203,
20363,I,,"Flabellum alabastrum Moseley en Thompson, 1873",,,,,,P,D,ESZZ12003,2023,135,np,203,
20365,I,,"Flabellum chunii Marenzeller, 1904",,,,,,P,D,ESZZ12001,2023,135,np,203,
20367,I,,"Javania cailleti (Duchassaing & Michelotti, 1864)",,,,,,P,D,ESZZ12003,2023,135,np,203,
20368,I,,"Monomyces pygmaea (Risso, 1826)",,,,,,P,D,ESZZ12003,2023,135,np,203,
20372,I,,"Madrepora oculata Linnaeus, 1758",,,,,,C,"C,D",ESZZ16003,2023,135,np,203,
20374,I,,"Cladocora caespitosa (Linnaeus, 1767)",,,2.0,,grids1x1,P,"A,C",ES6140016,2023,135,np,203,22.0
20375,I,,"Cladocora debilis Milne Edwards & Haime, 1849",,,,,,P,D,ESZZ15002,2023,135,np,203,
20376,I,,"Stenocyathus vermiformis (Pourtalès, 1868)",,,,,,P,D,ESZZ16012,2023,135,np,203,
20377,I,,"Sphenotrochus andrewianus Milne Edwards & Haime, 1848",,,,,,C,C,ESZZ16003,2023,135,np,203,
20378,I,,"Epizoanthus arenaceus (Delle Chiaje, 1823)",,,,,,P,D,ESZZ16001,2023,135,np,203,
20385,I,,"Epizoanthus paguriphilus Verrill, 1882",,,,,,P,D,ES90ATL01,2023,135,np,203,
20389,I,,"Isozoanthus primnoidus Carreiro-Silva, Braga-Henriques, Sampaio, de Matos, Porteiro & Ocaña, 2010",,,,,,P,D,ESZZ15001,2023,135,np,203,
20390,I,,"Isozoanthus sulcatus (Gosse, 1860)",,,,,,R,B,ES6310002,2023,135,np,203,
20394,I,,"Savalia savaglia (Bertoloni, 1819)",,,,,,C,"A,C,D",ESZZ16003,2023,135,np,203,
20395,I,,"Palythoa canariensis Haddon & Duerden, 1896",,,50.0,50.0,area,,"B,D",ES7020128,2023,135,np,203,9.0
20398,I,,"Isaurus tuberculatus Gray, 1828",,,200.0,200.0,i,,D,ES7010053,2023,135,np,203,36.0
20445,I,,"Eudendrium ramosum (Linnaeus, 1758)",,,,,,P,D,ESZZ16001,2023,135,np,203,
20498,I,,"Aglaophenia kirchenpaueri (Heller, 1868)",,,,,,C,D,ES6310002,2023,135,np,203,
20499,I,,"Aglaophenia lophocarpa Allman, 1877",,,,,,P,D,ESZZ12003,2023,135,np,203,
20503,I,,"Aglaophenia pluma (Linnaeus, 1758)",,,,,,C,D,ES6310002,2023,135,np,203,
20505,I,,"Aglaophenia tubulifera (Hincks, 1861)",,,,,,C,D,ES6310002,2023,135,np,203,
20508,I,,"Gymnangium montagui (Billard, 1912)",,,,,,C,B,ES6310002,2023,135,np,203,
20512,I,,"Lytocarpia myriophyllum (Linnaeus, 1758)",,,,,,P,D,ES90ATL01,2023,135,np,203,
20515,I,,"Streptocaulus dollfusi (Billard, 1924)",,,,,,P,B,ESZZ12003,2023,135,np,203,
20535,I,,"Obelia dichotoma (Linnaeus, 1758)",,,,,,P,D,ESZZ16001,2023,135,np,203,
20559,I,,"Halecium beanii (Johnston, 1838)",,,,,,P,D,ESZZ12003,2023,135,np,203,
20566,I,,"Halecium muricatum (Ellis & Solander, 1786)",,,,,,P,D,ESZZ12003,2023,135,np,203,
20568,I,,"Halecium petrosum Stechow, 1919",,,,,,P,D,ESZZ16001,2023,135,np,203,
20572,I,,"Halecium sibogae marocanum Billard, 1934",,,,,,P,D,ESZZ12001,2023,135,np,203,
20578,I,,"Antennella secundaria (Gmelin, 1791)",,,,,,P,D,ESZZ12003,2023,135,np,203,
20585,I,,"Schizotricha frutescens (Ellis & Solander, 1786)",,,,,,P,D,ESZZ12001,2023,135,np,203,
20591,I,,"Kirchenpaueria bonnevieae (Billard, 1906)",,,,,,P,D,ESZZ12003,2023,135,np,203,
20593,I,,"Kirchenpaueria pinnata (Linnaeus, 1758)",,,,,,C,B,ES6310002,2023,135,np,203,
20602,I,,"Zygophylax africana Stechow, 1923",,,,,,P,B,ESZZ12003,2023,135,np,203,
20603,I,,"Zygophylax biarmata Billard, 1905",,,,,,P,D,ESZZ12003,2023,135,np,203,
20606,I,,"Zygophylax sibogae Billard, 1918",,,,,,P,D,ESZZ12003,2023,135,np,203,
20617,I,,"Nemertesia antennina (Linnaeus, 1758)",,,,,,C,D,ES6310002,2023,135,np,203,
20618,I,,"Nemertesia falcicula (Ramil & Vervoort, 1992)",,,,,,P,D,ESZZ12001,2023,135,np,203,
20619,I,,"Nemertesia perrieri (Billard, 1901)",,,,,,P,D,ESZZ12003,2023,135,np,203,
20620,I,,"Nemertesia ramosa (Lamarck, 1816)",,,,,,P,D,ESZZ16001,2023,135,np,203,
20629,I,,"Plumularia setacea (Linnaeus, 1758)",,,,,,P,D,ESZZ12003,2023,135,np,203,
20630,I,,"Polyplumaria flabellata G.O. Sars, 1874",,,,,,P,D,ESZZ12003,2023,135,np,203,
20639,I,,"Diphasia margareta (Hassall, 1841)",,,,,,C,D,ES6310002,2023,135,np,203,
20651,I,,"Sertularella gayi (Lamouroux, 1821)",,,,,,P,D,ESZZ12001,2023,135,np,203,
20662,I,,"Symplectoscyphus bathyalis Vervoort, 1972",,,,,,P,B,ESZZ12003,2023,135,np,203,
20666,I,,"Synthecium evansi (Ellis & Solander, 1786)",,,,,,P,D,ESZZ16001,2023,135,np,203,
20808,I,,"Hymenodiscus coronata G. O. Sars, 1872)",,,,,,P,D,ES90ATL01,2023,135,np,203,
20817,I,,"Coscinasterias tenuispina Lamarck, 1816) ",,,,,,C,D,ES6310002,2023,135,np,203,
20818,I,,"Marthasterias glacialis (Linnaeus, 1758)",,,,,,C,D,ES6310002,2023,135,np,203,
20825,I,,"Stichastrella rosea O.F. Müller, 1776)",,,,,,P,D,ES90ATL01,2023,135,np,203,
20826,I,,"Zoroaster fulgens Thomson, 1873",,,,,,P,D,ES90ATL01,2023,135,np,203,
20831,I,,"Pontaster tenuispinus Düben & Koren, 1846)",,,,,,P,D,ES90ATL01,2023,135,np,203,
20832,I,,"Astropecten aranciacus (Linnaeus, 1758)",,,,,,C,D,ESZZ16002,2023,135,np,203,
20836,I,,"Astropecten irregularis (Pennant, 1777)",,,,,,P,D,ES90ATL01,2023,135,np,203,
20846,I,,"Psilaster andromeda (Müller & Troschel, 1842)",,,,,,P,D,ES90ATL01,2023,135,np,203,
20847,I,,"Tethyaster subinermis (Philippi, 1837)",,,,,,P,D,ES90ATL01,2023,135,np,203,
20849,I,,"Luidia ciliaris (Philippi, 1837)",,,,,,C,D,ESZZ16002,2023,135,np,203,
20857,I,,"Echinaster sepositus (Retzius, 1783)",,,,,,C,D,ESZZ16002,2023,135,np,203,
20863,I,,"Asterina gibbosa (Pennant, 1777)",,,1.0,,grids1x1,P,D,ES6120017,2023,135,np,203,22.0
20864,I,,"Asterina pancerii (Gasco, 1870)",,,,,,P,"A,C",ES0000046,2023,135,np,203,
20866,I,,"Chaetaster longipes (Retzius, 1805)",,,,,,C,D,ES6110015,2023,135,np,203,
20868,I,,"Ceramaster grenadensis (Perrier, 1881)",,,,,,P,D,ESZZ12001,2023,135,np,203,
20870,I,,"Nymphaster arenatus (Perrier, 1881)",,,,,,C,D,ES90ATL01,2023,135,np,203,
20871,I,,"Peltaster placenta (Müller & Troschel, 1842)",,,,,,P,D,ES90ATL01,2023,135,np,203,
20872,I,,"Plinthaster dentatus (Perrier, 1884)",,,,,,P,D,ESZZ12001,2023,135,np,203,
20875,I,,"Hacelia attenuata Gray, 1840",,,1.0,,grids1x1,P,A,ES0000337,2023,135,np,203,22.0
20877,I,,"Narcissia canariensis d´Orbigny, 1839",,,,,,P,D,ES7010016,2023,135,np,203,
20878,I,,"Ophidiaster ophidianus (Lamarck, 1816)",,,1.0,,grids1x1,C,"A,C",ES6110015,2023,135,np,203,22.0
20881,I,,"Porania pulvillus (O.F. Müller, 1776)",,,,,,P,D,ES90ATL01,2023,135,np,203,
20890,I,,"Antedon mediterranea (Lamarck, 1816)",,,,,,C,B,ES6310002,2023,135,np,203,
20891,I,,"Leptometra celtica (M'Andrew & Barrett, 1858)",,,,,,C,D,ES90ATL01,2023,135,np,203,
20892,I,,"Leptometra phalangium (Müller, 1841)",,,,,,C,"B,D",ESZZ16003,2023,135,np,203,
20909,I,,"Arbacia lixula (Linnaeus, 1758) ",,,,,,P,D,ES6120023,2023,135,np,203,
20910,I,,"Arbaciella elegans Mortensen, 1910",,,1.0,,grids1x1,P,D,ES6170002,2023,135,np,203,22.0
20911,I,,"Coelopleurus floridanus A. Agassiz, 1871",,,,,,P,D,ESZZ15001,2023,135,np,203,
20914,I,,"Echinus melo Lamarck, 1816 ",,,,,,P,D,ESZZ12003,2023,135,np,203,
20915,I,,"Gracilechinus acutus (Lamarck, 1816)",,,,,,P,D,ESZZ12003,2023,135,np,203,
20918,I,,"Paracentrotus lividus (Lamarck, 1816)",,,,,,C,C,ES6110015,2023,135,np,203,
20919,I,,"Psammechinus microtuberculatus (Blainville, 1825)",,,,,,C,D,ESZZ16002,2023,135,np,203,
20922,I,,"Sphaerechinus granularis (Lamarck, 1816)",,,,,,P,D,ES0000046,2023,135,np,203,
20923,I,,"Genocidaris maculata A. Agassiz, 1869",,,,,,C,D,ES6110015,2023,135,np,203,
20926,I,,"Cidaris cidaris (Linnaeus, 1758)",,,,,,C,D,ES6110015,2023,135,np,203,
20928,I,,"Stylocidaris affinis (Philippi, 1845)",,,,,,P,D,ESZZ15001,2023,135,np,203,
20930,I,,"Echinocyamus pusillus (Müller, 1776)",,,,,,C,D,ESZZ16002,2023,135,np,203,
20931,I,1008,Centrostephanus longispinus,,,1.0,,grids1x1,P,"A,C,IV",ES6170002,2023,135,np,203,22.0
20933,I,,"Araeosoma fenestratum (Thomson, 1872)",,,,,,C,D,ES90ATL01,2023,135,np,203,
20936,I,,"Phormosoma placenta Thomson, 1872",,,,,,P,D,ES90ATL01,2023,135,np,203,
20946,I,,"Brissus unicolor (Leske, 1778)",,,,,,R,D,ES6200029,2023,135,np,203,
20949,I,,"Echinocardium cordatum (Pennant, 1777) ",,,,,,P,D,ES90ATL01,2023,135,np,203,
20956,I,,"Spatangus purpureus O.F. Müller, 1776",,,,,,C,D,ESZZ16002,2023,135,np,203,
20969,I,,"Leptosynapta inhaerens (Müller, 1776)",,,,,,P,D,ES90ATL01,2023,135,np,203,
20979,I,,"Holothuria sanctori Delle Chiaje, 1823",,,,,,P,C,ESZZ15002,2023,135,np,203,
20980,I,,"Holothuria tubulosa Gmelin, 1788",,,,,,C,D,ES6200029,2023,135,np,203,
20982,I,,"Parastichopus regalis (Cuvier, 1817)",,,,,,C,D,ES6110015,2023,135,np,203,
20983,I,,"Parastichopus tremulus (Gunnerus, 1767)",,,,,,P,C,ESZZ15001,2023,135,np,203,
21042,I,,"Benthogone rosea Koehler, 1896",,,,,,P,D,ES90ATL01,2023,135,np,203,
21043,I,,"Laetmogone violacea Théel, 1879",,,,,,P,D,ES90ATL01,2023,135,np,203,
21059,I,,"Astrospartus mediterraneus (Risso, 1826)",,,1.0,,grids1x1,P,D,ES6170030,2023,135,np,203,22.0
21085,I,,"Ophiacantha densa Farran, 1913",,,,,,P,D,ESZZ12001,2023,135,np,203,
21089,I,,"Ophiacantha setosa (Bruzelius, 1805)",,,,,,R,D,ES6110015,2023,135,np,203,
21097,I,,"Ophiomyces grandis Lyman, 1879",,,,,,P,D,ESZZ12001,2023,135,np,203,
21111,I,,"Ophiocomina nigra (Abildgaard in O.F. Müller, 1789)",,,,,,C,D,ESZZ16002,2023,135,np,203,
21118,I,,"Ophioderma longicauda (Bruzelius, 1805)",,,,,,C,D,ESZZ16002,2023,135,np,203,
21130,I,,"Ophiothrix fragilis (Abildgaard in O.F. Müller, 1789)",,,,,,P,D,ES6120023,2023,135,np,203,
21133,I,,"Ophiothrix quinquemaculata (Delle Chiaje, 1828)",,,,,,P,D,ESZZ16001,2023,135,np,203,
21146,I,,"Ophiura albida Forbes, 1839",,,,,,C,D,ES90ATL01,2023,135,np,203,
21153,I,,"Ophiura ophiura (Linnaeus, 1758)",,,,,,P,D,ESZZ12003,2023,135,np,203,
21185,I,,"Cuspidaria cuspidata (Olivi, 1792)",,,,,,P,D,ESZZ12001,2023,135,np,203,
21241,I,,"Arca noae Linnaeus, 1758",,,,,,P,D,ES0000046,2023,135,np,203,
21243,I,,"Asperarca nodulosa (O. F. Müller, 1776)",,,,,,P,D,ESZZ12001,2023,135,np,203,
21244,I,,"Barbatia barbata (Linnaeus, 1758)",,,,,,P,D,ES0000046,2023,135,np,203,
21255,I,,"Limopsis aurita (Brocchi, 1814)",,,,,,C,D,ES90ATL01,2023,135,np,203,
21259,I,,"Striarca lactea (Linnaeus, 1758)",,,,,,P,D,ES6120008,2023,135,np,203,
21261,I,,"Astarte sulcata (da Costa, 1778)",,,,,,P,D,ESZZ12003,2023,135,np,203,
21276,I,,"Lima marioni Fischer, 1882",,,,,,P,D,ESZZ12001,2023,135,np,203,
21322,I,,"Barnea candida (Linnaeus, 1758)",,,1.0,,grids1x1,P,A,ES6150006,2023,135,np,203,22.0
21325,I,,"Pholas dactylus Linnaeus, 1758",,,1.0,,grids1x1,P,"A,D",ES6120003,2023,135,np,203,22.0
21351,I,,"Lithophaga lithophaga (Linnaeus, 1758)",,,1.0,,grids1x1,P,"A,D",ES6120008,2023,135,np,203,22.0
21351,I,1027,Lithophaga lithophaga,,,2.0,,grids1x1,P,"A,IV",ES0000337,2023,135,np,203,22.0
21355,I,,"Modiolus lulat (Dautzenberg, 1891)",,,6.0,,grids1x1,P,"A,D",ES6170030,2023,135,np,203,22.0
21359,I,,"Mytilaster minimus (Poli, 1795)",,,,,,V,D,ES0000260,2023,135,np,203,
21362,I,,"Perna perna (Linnaeus, 1758)",,,,,,P,D,ES7010066,2023,135,np,203,
21403,I,,"Crassostrea angulata (Lamarck, 1819)",,,,,,P,D,ES0000140,2023,135,np,203,
21405,I,,"Ostrea edulis Linnaeus, 1758",,,,,,R,"A,C",ES6200030,2023,135,np,203,
21407,I,,"Anomia ephippium Linnaeus, 1758",,,,,,P,D,ES6120008,2023,135,np,203,
21415,I,,"Delectopecten vitreus (Gmelin, 1791)",,,,,,P,D,ESZZ12003,2023,135,np,203,
21422,I,,"Palliolum incomparabile (Risso, 1826)",,,,,,C,D,ESZZ16002,2023,135,np,203,
21442,I,,"Spondylus gaederopus Linnaeus, 1758",,,1.0,,grids1x1,P,D,ES0000024,2023,135,np,203,22.0
21444,I,,"Spondylus senegalensis Schreibers, 1793",,,300.0,300.0,i,,D,ES7010053,2023,135,np,203,36.0
21446,I,1028,Pinna nobilis,,1.0,3.0,,grids1x1,P,"A,C,IV",ES6170002,2023,135,np,203,22.0
21447,I,,"Pinna rudis Linnaeus, 1758",,,1.0,,grids1x1,P,"A,C",ES6110020,2023,135,np,203,22.0
21457,I,,"Ensis siliqua (Linnaeus, 1758)",,,,,,P,D,ES0000140,2023,135,np,203,
21460,I,,"Solen marginatus Pulteney, 1799",,,,,,P,D,ES0000140,2023,135,np,203,
21469,I,,"Cerastoderma edule (Linnaeus, 1758)",,,,,,P,D,ES0000140,2023,135,np,203,
21470,I,,"Cerastoderma glaucum (Bruguière, 1789)",,,,,,P,D,ES0000140,2023,135,np,203,
21472,I,,"Laevicardium crassum (Gmelin, 1791)",,,,,,C,D,ESZZ16002,2023,135,np,203,
21487,I,,"Donax trunculus Linnaeus, 1758",,,,,,P,D,ES0000140,2023,135,np,203,
21519,I,,"Mactra stultorum (Linnaeus, 1758)",,,,,,P,D,ES6120008,2023,135,np,203,
21555,I,,"Abra longicallus (Scacchi, 1835)",,,,,,P,D,ESZZ12003,2023,135,np,203,
21563,I,,"Scrobicularia plana (da Costa, 1778)",,,,,,P,D,ES0000140,2023,135,np,203,
21594,I,,"Callista chione (Linnaeus, 1758)",,,,,,P,D,ES6120008,2023,135,np,203,
21595,I,,"Chamelea gallina (Linnaeus, 1758)",,,,,,P,D,ES0000140,2023,135,np,203,
21612,I,,"Ruditapes decussatus (Linnaeus, 1758)",,,,,,P,D,ES0000048,2023,135,np,203,
21614,I,,"Timoclea ovata (Pennant, 1777)",,,,,,C,D,ESZZ16002,2023,135,np,203,
21618,I,,"Venus casina Linnaeus, 1758",,,,,,C,D,ESZZ16002,2023,135,np,203,
21620,I,,"Venus verrucosa Linnaeus, 1758",,,,,,P,D,ES0000140,2023,135,np,203,
21641,I,,"Loligo vulgaris Lamarck, 1798",,,1000.0,1000.0,i,,D,ES7010020,2023,135,np,203,36.0
21647,I,,"Stauroteuthis syrtensis Verrill, 1879",,,,,,P,D,ESZZ12001,2023,135,np,203,
21654,I,,"Eledone cirrhosa (Lamarck, 1798)",,,,,,C,D,ESZZ16003,2023,135,np,203,
21655,I,,"Eledone moschata (Lamarck, 1798)",,,,,,R,D,ESZZ16003,2023,135,np,203,
21657,I,,"Octopus salutii Vérany, 1836",,,,,,P,D,ES90ATL01,2023,135,np,203,
21658,I,,"Octopus vulgaris Cuvier, 1797",,,,,,C,D,ES6200029,2023,135,np,203,
21682,I,,"Liocranchia reinhardtii (Steenstrup, 1856)",,,,,,P,D,ESZZ12001,2023,135,np,203,
21684,I,,"Taonius pavo (Lesueur, 1821)",,,,,,P,D,ESZZ12001,2023,135,np,203,
21685,I,,"Teuthowenia megalops (Prosch, 1849)",,,,,,P,D,ESZZ12001,2023,135,np,203,
21713,I,,"Taningia danae Joubin, 1931",,,,,,P,D,ES90ATL01,2023,135,np,203,
21715,I,,"Illex coindetii (Vérany, 1839)",,,,,,P,D,ES90ATL01,2023,135,np,203,
21718,I,,"Todarodes sagittatus (Lamarck, 1798)",,,,,,P,D,ES90ATL01,2023,135,np,203,
21719,I,,"Todaropsis eblanae (Ball, 1841)",,,,,,P,D,ES90ATL01,2023,135,np,203,
21729,I,,"Sepia elegans Blainville, 1827",,,,,,C,D,ESZZ16002,2023,135,np,203,
21730,I,,"Sepia officinalis Linnaeus, 1758",,,,,,C,D,ESZZ16002,2023,135,np,203,
21731,I,,"Sepia orbignyana Férussac, 1826",,,,,,P,C,ESZZ15002,2023,135,np,203,
21735,I,,"Rossia macrosoma (Delle Chiaje, 1830)",,,,,,P,D,ES90ATL01,2023,135,np,203,
21738,I,,"Sepietta oweniana (d'Orbigny, 1841)",,,,,,P,D,ES90ATL01,2023,135,np,203,
21749,I,,"Spirula spirula (Linnaeus, 1758)",,,,,,P,C,ESZZ15002,2023,135,np,203,
21760,I,,"Acteon tornatilis (Linnaeus, 1758)",,,,,,P,D,ES6120008,2023,135,np,203,
21786,I,,"Calliostoma granulatum (Born, 1778)",,,,,,P,D,ES6120008,2023,135,np,203,
21792,I,,"Calliostoma zizyphinum (Linnaeus, 1758)",,,,,,P,D,ES6120023,2023,135,np,203,
21799,I,,"Bittium circa Moreno, 2006",,,,,,R,D,ES6110015,2023,135,np,203,
21836,I,,"Cerithiopsis tarruellasi Peñas & Rolán, 2006",,,,,,R,D,ES6110015,2023,135,np,203,
21845,I,,"Onchodia valeriae (Giusti Fr., 1987)",,,,,,R,D,ES6110015,2023,135,np,203,
21883,I,,"Epitonium jolyi (Monterosato, 1878)",,,,,,P,D,ES6140016,2023,135,np,203,
21916,I,,"Curveulima beneitoi Peñas & Rolán, 2006",,,,,,C,D,ES6110015,2023,135,np,203,
22052,I,,"Cymbula safiana (Lamarck, 1819)",,,4.0,,grids1x1,P,"A,C,D",ES6170002,2023,135,np,203,22.0
22053,I,,"Patella aspera Röding, 1798",,,,,,P,D,ES6120008,2023,135,np,203,
22057,I,1012,Patella ferruginea,,,2.0,,grids1x1,P,"A,C,IV",ES6110015,2023,135,np,203,22.0
22060,I,,"Patella rustica Linnaeus, 1758",,,,,,P,D,ES6120008,2023,135,np,203,
22061,I,,"Patella ulyssiponensis Gmelin, 1791",,,,,,P,A,ES6120023,2023,135,np,203,
22062,I,,"Patella vulgata Linnaeus, 1758",,,,,,P,D,ES0000140,2023,135,np,203,
22092,I,,"Eulimella oliveri Peñas & Rolán, 2006",,,,,,R,D,ES6110015,2023,135,np,203,
22135,I,,"Odostomia sorianoi Peñas & Rolán, 2006",,,,,,R,D,ES6110015,2023,135,np,203,
22237,I,,"Siphonaria pectinata (Linnaeus, 1758)",,,,,,P,D,ES6120023,2023,135,np,203,
22251,I,,"Parviturbo alboranensis Peñas & Rolán, 2006",,,,,,R,B,ES6110015,2023,135,np,203,
22279,I,,"Monophorus alboranensis Rolán & Peñas, 2001",,,,,,R,D,ES6110015,2023,135,np,203,
22324,I,,"Jujubinus exasperatus (Pennant, 1777)",,,,,,V,D,ES0000260,2023,135,np,203,
22333,I,,"Jujubinus striatus (Linnaeus, 1758)",,,,,,V,D,ES0000260,2023,135,np,203,
22347,I,,"Turritella turbona Monterosato, 1877",,,,,,C,D,ESZZ16002,2023,135,np,203,
22455,I,,"Scaphander lignarius (Linnaeus, 1758)",,,,,,P,D,ES90ATL01,2023,135,np,203,
22483,I,,"Bursa scrobilator (Linnaeus, 1758)",,,1.0,,grids1x1,P,D,ES6170002,2023,135,np,203,22.0
22501,I,,"Calyptraea chinensis (Linnaeus, 1758)",,,,,,C,D,ESZZ16002,2023,135,np,203,
22512,I,,"Galeodea rugosa (Linnaeus, 1771)",,,,,,P,D,ESZZ12003,2023,135,np,203,
22520,I,,"Luria lurida (Linnaeus, 1758)",,,1.0,,grids1x1,P,"A,C",ES6170030,2023,135,np,203,22.0
22521,I,,"Schilderia achatidea (Gray in G. B. Sowerby I, 1837)",,,1.0,,grids1x1,P,"A,D",ES6170002,2023,135,np,203,22.0
22522,I,,"Zonaria pyrum (Gmelin, 1791)",,,1.0,,grids1x1,P,"A,C",ES6170030,2023,135,np,203,22.0
22542,I,,"Melarhaphe neritoides (Linnaeus, 1758)",,,,,,P,D,ES6120023,2023,135,np,203,
22589,I,,"Charonia lampas (Linnaeus, 1758)",,,1.0,,grids1x1,C,"A,C",ES6110015,2023,135,np,203,22.0
22590,I,,"Charonia variegata (Lamarck, 1816)",,,300.0,300.0,i,,D,ES7010020,2023,135,np,203,36.0
22596,I,,"Monoplex corrugatus (Lamarck, 1816)",,,1.0,,grids1x1,P,"A,D",ES6170002,2023,135,np,203,22.0
22599,I,,"Monoplex parthenopeus (Salis Marschlins, 1793)",,,2.0,,grids1x1,P,A,ES6170030,2023,135,np,203,22.0
22603,I,,"Ranella olearium (Linnaeus, 1758)",,,1.0,,grids1x1,P,"A,C",ES6140014,2023,135,np,203,22.0
22684,I,,"Gofasia galiciae Bouchet & Warén, 1993",,,,,,P,D,ESZZ12001,2023,135,np,203,
22763,I,,"Tonna galea (Linnaeus, 1758)",,,,,,P,"C,D",ES7010017,2023,135,np,203,
22785,I,,"Dendropoma lebeche Templado, Richter & Calvo, 2016 ",,,1.0,,grids1x1,P,"A,B,C,D",ES6120017,2023,135,np,203,22.0
22794,I,,"Aphanitoma mariottinii Smriglio, Rufini & Martin Perez, 2001",,,,,,R,D,ES6110015,2023,135,np,203,
22800,I,,"Buccinum humphreysianum Bennet, 1824",,,,,,P,D,ESZZ12003,2023,135,np,203,
22820,I,,"Colus gracilis (da Costa, 1778)",,,,,,P,D,ES90ATL01,2023,135,np,203,
22832,I,,"Troschelia berniciensis (King, 1846)",,,,,,P,D,ES90ATL01,2023,135,np,203,
22841,I,,"Pseudobabylonella minima (Reeve, 1856)",,,,,,R,D,ES6110015,2023,135,np,203,
22901,I,,"Fusinus rostratus (Olivi, 1792)",,,,,,C,D,ESZZ16002,2023,135,np,203,
22955,I,,"Marginella glabella (Linnaeus, 1758)",,,300.0,300.0,i,,D,ES7010053,2023,135,np,203,36.0
22990,I,,"Babelomurex cariniferus (Sowerby, 1834)",,,,,,C,D,ESZZ16003,2023,135,np,203,
22994,I,,"Bolinus brandaris (Linnaeus, 1758)",,,,,,P,D,ES6120008,2023,135,np,203,
23032,I,,"Stramonita haemastoma (Linnaeus, 1767)",,,,,,P,D,ES6120023,2023,135,np,203,
23036,I,,"Trophonopsis alboranensis (Smriglio, Mariottini & Bonfitto, 1997)",,,,,,C,B,ESZZ16005,2023,135,np,203,
23123,I,,"Ampulla priamus (Gmelin, 1791)",,,,,,P,"B,D",ESZZ12002,2023,135,np,203,
23212,I,,"Thordisa azmanii Cervera & García-Gómez, 1989",,,,,,R,B,ES6310002,2023,135,np,203,
23264,I,,"Cratena peregrina (Gmelin, 1791)",,,,,,C,B,ES6310002,2023,135,np,203,
23266,I,,"Dondice banyulensis Portmann & Sandmeier, 1960",,,,,,C,B,ES6310002,2023,135,np,203,
23276,I,,"Facelinopsis marioni (Vayssière, 1888)",,,,,,R,B,ES6310002,2023,135,np,203,
